 Loading checkpoint shards:   0%|                                                                                                                                                | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|████████████████████████████████████████████████████████████████████                                                                    | 1/2 [00:01<00:01,  1.47s/it] Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.32s/it] Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.34s/it]
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
{"written": 1673, "sample_id": "vlguard:PrivacyAlert_test_158:0:unsafe_image", "latency_ms": 412.1, "peak_vram_gib": 7.7}
{"written": 1674, "sample_id": "vlguard:PrivacyAlert_test_159:0:safe_instruction", "latency_ms": 290.6, "peak_vram_gib": 7.679}
{"written": 1675, "sample_id": "vlguard:PrivacyAlert_test_159:1:unsafe_instruction", "latency_ms": 313.7, "peak_vram_gib": 7.763}
{"written": 1676, "sample_id": "vlguard:PrivacyAlert_test_160:0:unsafe_image", "latency_ms": 296.6, "peak_vram_gib": 7.697}
{"written": 1677, "sample_id": "vlguard:PrivacyAlert_test_161:0:safe_instruction", "latency_ms": 412.7, "peak_vram_gib": 7.655}
{"written": 1678, "sample_id": "vlguard:PrivacyAlert_test_161:1:unsafe_instruction", "latency_ms": 306.9, "peak_vram_gib": 7.728}
{"written": 1679, "sample_id": "vlguard:PrivacyAlert_test_162:0:unsafe_image", "latency_ms": 314.2, "peak_vram_gib": 7.748}
{"written": 1680, "sample_id": "vlguard:PrivacyAlert_test_163:0:safe_instruction", "latency_ms": 294.3, "peak_vram_gib": 7.652}
{"written": 1681, "sample_id": "vlguard:PrivacyAlert_test_163:1:unsafe_instruction", "latency_ms": 282.6, "peak_vram_gib": 7.64}
{"written": 1682, "sample_id": "vlguard:PrivacyAlert_test_164:0:unsafe_image", "latency_ms": 411.9, "peak_vram_gib": 7.692}
{"written": 1683, "sample_id": "vlguard:PrivacyAlert_test_165:0:unsafe_image", "latency_ms": 417.8, "peak_vram_gib": 7.678}
{"written": 1684, "sample_id": "vlguard:PrivacyAlert_test_166:0:unsafe_image", "latency_ms": 303.6, "peak_vram_gib": 7.683}
{"written": 1685, "sample_id": "vlguard:PrivacyAlert_test_167:0:safe_instruction", "latency_ms": 305.3, "peak_vram_gib": 7.696}
{"written": 1686, "sample_id": "vlguard:PrivacyAlert_test_167:1:unsafe_instruction", "latency_ms": 279.3, "peak_vram_gib": 7.64}
{"written": 1687, "sample_id": "vlguard:PrivacyAlert_test_168:0:unsafe_image", "latency_ms": 286.3, "peak_vram_gib": 7.643}
{"written": 1688, "sample_id": "vlguard:PrivacyAlert_test_169:0:safe_instruction", "latency_ms": 280.6, "peak_vram_gib": 7.639}
{"written": 1689, "sample_id": "vlguard:PrivacyAlert_test_169:1:unsafe_instruction", "latency_ms": 284.2, "peak_vram_gib": 7.623}
{"written": 1690, "sample_id": "vlguard:PrivacyAlert_test_170:0:safe_instruction", "latency_ms": 283.8, "peak_vram_gib": 7.632}
{"written": 1691, "sample_id": "vlguard:PrivacyAlert_test_170:1:unsafe_instruction", "latency_ms": 285.7, "peak_vram_gib": 7.653}
{"written": 1692, "sample_id": "vlguard:PrivacyAlert_test_171:0:unsafe_image", "latency_ms": 290.3, "peak_vram_gib": 7.679}
{"written": 1693, "sample_id": "vlguard:PrivacyAlert_test_172:0:safe_instruction", "latency_ms": 289.3, "peak_vram_gib": 7.682}
{"written": 1694, "sample_id": "vlguard:PrivacyAlert_test_172:1:unsafe_instruction", "latency_ms": 313.4, "peak_vram_gib": 7.725}
{"written": 1695, "sample_id": "vlguard:PrivacyAlert_test_173:0:unsafe_image", "latency_ms": 285.3, "peak_vram_gib": 7.625}
{"written": 1696, "sample_id": "vlguard:PrivacyAlert_test_174:0:unsafe_image", "latency_ms": 415.8, "peak_vram_gib": 7.714}
{"written": 1697, "sample_id": "vlguard:PrivacyAlert_test_175:0:unsafe_image", "latency_ms": 407.1, "peak_vram_gib": 7.63}
{"written": 1698, "sample_id": "vlguard:PrivacyAlert_test_176:0:unsafe_image", "latency_ms": 291.4, "peak_vram_gib": 7.652}
{"written": 1699, "sample_id": "vlguard:PrivacyAlert_test_177:0:safe_instruction", "latency_ms": 294.4, "peak_vram_gib": 7.654}
{"written": 1700, "sample_id": "vlguard:PrivacyAlert_test_177:1:unsafe_instruction", "latency_ms": 280.6, "peak_vram_gib": 7.631}
{"written": 1701, "sample_id": "vlguard:PrivacyAlert_test_178:0:safe_instruction", "latency_ms": 287.1, "peak_vram_gib": 7.656}
{"written": 1702, "sample_id": "vlguard:PrivacyAlert_test_178:1:unsafe_instruction", "latency_ms": 286.3, "peak_vram_gib": 7.644}
{"written": 1703, "sample_id": "vlguard:PrivacyAlert_test_179:0:safe_instruction", "latency_ms": 286.1, "peak_vram_gib": 7.678}
{"written": 1704, "sample_id": "vlguard:PrivacyAlert_test_179:1:unsafe_instruction", "latency_ms": 284.9, "peak_vram_gib": 7.623}
{"written": 1705, "sample_id": "vlguard:PrivacyAlert_test_180:0:safe_instruction", "latency_ms": 307.1, "peak_vram_gib": 7.74}
{"written": 1706, "sample_id": "vlguard:PrivacyAlert_test_180:1:unsafe_instruction", "latency_ms": 282.9, "peak_vram_gib": 7.631}
{"written": 1707, "sample_id": "vlguard:PrivacyAlert_test_181:0:safe_instruction", "latency_ms": 287.6, "peak_vram_gib": 7.631}
{"written": 1708, "sample_id": "vlguard:PrivacyAlert_test_181:1:unsafe_instruction", "latency_ms": 270.7, "peak_vram_gib": 7.608}
{"written": 1709, "sample_id": "vlguard:PrivacyAlert_test_182:0:safe_instruction", "latency_ms": 280.8, "peak_vram_gib": 7.636}
{"written": 1710, "sample_id": "vlguard:PrivacyAlert_test_182:1:unsafe_instruction", "latency_ms": 285.6, "peak_vram_gib": 7.651}
{"written": 1711, "sample_id": "vlguard:PrivacyAlert_test_183:0:safe_instruction", "latency_ms": 291.1, "peak_vram_gib": 7.712}
{"written": 1712, "sample_id": "vlguard:PrivacyAlert_test_183:1:unsafe_instruction", "latency_ms": 283.4, "peak_vram_gib": 7.631}
{"written": 1713, "sample_id": "vlguard:PrivacyAlert_test_184:0:safe_instruction", "latency_ms": 287.7, "peak_vram_gib": 7.682}
{"written": 1714, "sample_id": "vlguard:PrivacyAlert_test_184:1:unsafe_instruction", "latency_ms": 280.8, "peak_vram_gib": 7.631}
{"written": 1715, "sample_id": "vlguard:PrivacyAlert_test_185:0:safe_instruction", "latency_ms": 273.1, "peak_vram_gib": 7.603}
{"written": 1716, "sample_id": "vlguard:PrivacyAlert_test_185:1:unsafe_instruction", "latency_ms": 284.6, "peak_vram_gib": 7.639}
{"written": 1717, "sample_id": "vlguard:PrivacyAlert_test_186:0:safe_instruction", "latency_ms": 271.6, "peak_vram_gib": 7.602}
{"written": 1718, "sample_id": "vlguard:PrivacyAlert_test_186:1:unsafe_instruction", "latency_ms": 281.5, "peak_vram_gib": 7.623}
{"written": 1719, "sample_id": "vlguard:PrivacyAlert_test_187:0:safe_instruction", "latency_ms": 288.0, "peak_vram_gib": 7.673}
{"written": 1720, "sample_id": "vlguard:PrivacyAlert_test_187:1:unsafe_instruction", "latency_ms": 280.2, "peak_vram_gib": 7.625}
{"written": 1721, "sample_id": "vlguard:PrivacyAlert_test_188:0:safe_instruction", "latency_ms": 280.6, "peak_vram_gib": 7.64}
{"written": 1722, "sample_id": "vlguard:PrivacyAlert_test_188:1:unsafe_instruction", "latency_ms": 280.8, "peak_vram_gib": 7.636}
{"written": 1723, "sample_id": "vlguard:PrivacyAlert_test_189:0:safe_instruction", "latency_ms": 284.6, "peak_vram_gib": 7.605}
{"written": 1724, "sample_id": "vlguard:PrivacyAlert_test_189:1:unsafe_instruction", "latency_ms": 283.0, "peak_vram_gib": 7.625}
{"written": 1725, "sample_id": "vlguard:PrivacyAlert_test_190:0:safe_instruction", "latency_ms": 290.3, "peak_vram_gib": 7.678}
{"written": 1726, "sample_id": "vlguard:PrivacyAlert_test_190:1:unsafe_instruction", "latency_ms": 292.6, "peak_vram_gib": 7.638}
{"written": 1727, "sample_id": "vlguard:PrivacyAlert_test_191:0:safe_instruction", "latency_ms": 292.7, "peak_vram_gib": 7.719}
{"written": 1728, "sample_id": "vlguard:PrivacyAlert_test_191:1:unsafe_instruction", "latency_ms": 284.8, "peak_vram_gib": 7.637}
{"written": 1729, "sample_id": "vlguard:PrivacyAlert_test_192:0:unsafe_image", "latency_ms": 285.8, "peak_vram_gib": 7.644}
{"written": 1730, "sample_id": "vlguard:PrivacyAlert_test_193:0:safe_instruction", "latency_ms": 281.7, "peak_vram_gib": 7.623}
{"written": 1731, "sample_id": "vlguard:PrivacyAlert_test_193:1:unsafe_instruction", "latency_ms": 283.9, "peak_vram_gib": 7.623}
{"written": 1732, "sample_id": "vlguard:PrivacyAlert_test_194:0:safe_instruction", "latency_ms": 270.0, "peak_vram_gib": 7.606}
{"written": 1733, "sample_id": "vlguard:PrivacyAlert_test_194:1:unsafe_instruction", "latency_ms": 281.8, "peak_vram_gib": 7.638}
{"written": 1734, "sample_id": "vlguard:PrivacyAlert_test_195:0:unsafe_image", "latency_ms": 403.4, "peak_vram_gib": 7.655}
{"written": 1735, "sample_id": "vlguard:PrivacyAlert_test_196:0:safe_instruction", "latency_ms": 292.1, "peak_vram_gib": 7.7}
{"written": 1736, "sample_id": "vlguard:PrivacyAlert_test_196:1:unsafe_instruction", "latency_ms": 286.4, "peak_vram_gib": 7.642}
{"written": 1737, "sample_id": "vlguard:PrivacyAlert_test_197:0:unsafe_image", "latency_ms": 390.5, "peak_vram_gib": 7.752}
{"written": 1738, "sample_id": "vlguard:PrivacyAlert_test_198:0:unsafe_image", "latency_ms": 289.2, "peak_vram_gib": 7.698}
{"written": 1739, "sample_id": "vlguard:PrivacyAlert_test_199:0:safe_instruction", "latency_ms": 289.5, "peak_vram_gib": 7.678}
{"written": 1740, "sample_id": "vlguard:PrivacyAlert_test_199:1:unsafe_instruction", "latency_ms": 282.2, "peak_vram_gib": 7.637}
{"written": 1741, "sample_id": "vlguard:PrivacyAlert_test_200:0:safe_instruction", "latency_ms": 287.2, "peak_vram_gib": 7.663}
{"written": 1742, "sample_id": "vlguard:PrivacyAlert_test_200:1:unsafe_instruction", "latency_ms": 305.2, "peak_vram_gib": 7.653}
{"written": 1743, "sample_id": "vlguard:PrivacyAlert_test_201:0:safe_instruction", "latency_ms": 298.9, "peak_vram_gib": 7.65}
{"written": 1744, "sample_id": "vlguard:PrivacyAlert_test_201:1:unsafe_instruction", "latency_ms": 288.5, "peak_vram_gib": 7.623}
{"written": 1745, "sample_id": "vlguard:PrivacyAlert_test_202:0:unsafe_image", "latency_ms": 290.8, "peak_vram_gib": 7.696}
{"written": 1746, "sample_id": "vlguard:PrivacyAlert_test_203:0:unsafe_image", "latency_ms": 290.9, "peak_vram_gib": 7.623}
{"written": 1747, "sample_id": "vlguard:PrivacyAlert_test_204:0:unsafe_image", "latency_ms": 284.9, "peak_vram_gib": 7.652}
{"written": 1748, "sample_id": "vlguard:PrivacyAlert_test_205:0:unsafe_image", "latency_ms": 418.1, "peak_vram_gib": 7.669}
{"written": 1749, "sample_id": "vlguard:PrivacyAlert_test_206:0:safe_instruction", "latency_ms": 309.2, "peak_vram_gib": 7.742}
{"written": 1750, "sample_id": "vlguard:PrivacyAlert_test_206:1:unsafe_instruction", "latency_ms": 301.3, "peak_vram_gib": 7.653}
{"written": 1751, "sample_id": "vlguard:PrivacyAlert_test_207:0:unsafe_image", "latency_ms": 399.7, "peak_vram_gib": 7.642}
{"written": 1752, "sample_id": "vlguard:PrivacyAlert_test_208:0:unsafe_image", "latency_ms": 272.9, "peak_vram_gib": 7.605}
{"written": 1753, "sample_id": "vlguard:PrivacyAlert_test_209:0:safe_instruction", "latency_ms": 305.7, "peak_vram_gib": 7.725}
{"written": 1754, "sample_id": "vlguard:PrivacyAlert_test_209:1:unsafe_instruction", "latency_ms": 281.7, "peak_vram_gib": 7.637}
{"written": 1755, "sample_id": "vlguard:PrivacyAlert_test_210:0:unsafe_image", "latency_ms": 293.2, "peak_vram_gib": 7.724}
{"written": 1756, "sample_id": "vlguard:PrivacyAlert_test_211:0:safe_instruction", "latency_ms": 296.6, "peak_vram_gib": 7.654}
{"written": 1757, "sample_id": "vlguard:PrivacyAlert_test_211:1:unsafe_instruction", "latency_ms": 287.6, "peak_vram_gib": 7.644}
{"written": 1758, "sample_id": "vlguard:PrivacyAlert_test_212:0:unsafe_image", "latency_ms": 285.8, "peak_vram_gib": 7.676}
{"written": 1759, "sample_id": "vlguard:PrivacyAlert_test_213:0:safe_instruction", "latency_ms": 289.4, "peak_vram_gib": 7.678}
{"written": 1760, "sample_id": "vlguard:PrivacyAlert_test_213:1:unsafe_instruction", "latency_ms": 284.9, "peak_vram_gib": 7.638}
{"written": 1761, "sample_id": "vlguard:PrivacyAlert_test_214:0:unsafe_image", "latency_ms": 281.7, "peak_vram_gib": 7.625}
{"written": 1762, "sample_id": "vlguard:PrivacyAlert_test_215:0:unsafe_image", "latency_ms": 287.0, "peak_vram_gib": 7.657}
{"written": 1763, "sample_id": "vlguard:PrivacyAlert_test_216:0:safe_instruction", "latency_ms": 285.2, "peak_vram_gib": 7.655}
{"written": 1764, "sample_id": "vlguard:PrivacyAlert_test_216:1:unsafe_instruction", "latency_ms": 365.8, "peak_vram_gib": 8.019}
{"written": 1765, "sample_id": "vlguard:PrivacyAlert_test_217:0:safe_instruction", "latency_ms": 287.1, "peak_vram_gib": 7.678}
{"written": 1766, "sample_id": "vlguard:PrivacyAlert_test_217:1:unsafe_instruction", "latency_ms": 295.6, "peak_vram_gib": 7.658}
{"written": 1767, "sample_id": "vlguard:PrivacyAlert_test_218:0:safe_instruction", "latency_ms": 311.2, "peak_vram_gib": 7.626}
{"written": 1768, "sample_id": "vlguard:PrivacyAlert_test_218:1:unsafe_instruction", "latency_ms": 281.4, "peak_vram_gib": 7.637}
{"written": 1769, "sample_id": "vlguard:PrivacyAlert_test_219:0:unsafe_image", "latency_ms": 270.0, "peak_vram_gib": 7.602}
{"written": 1770, "sample_id": "vlguard:PrivacyAlert_test_220:0:safe_instruction", "latency_ms": 270.6, "peak_vram_gib": 7.597}
{"written": 1771, "sample_id": "vlguard:PrivacyAlert_test_220:1:unsafe_instruction", "latency_ms": 283.3, "peak_vram_gib": 7.639}
{"written": 1772, "sample_id": "vlguard:PrivacyAlert_test_221:0:unsafe_image", "latency_ms": 291.3, "peak_vram_gib": 7.733}
{"written": 1773, "sample_id": "vlguard:PrivacyAlert_test_222:0:safe_instruction", "latency_ms": 287.1, "peak_vram_gib": 7.668}
{"written": 1774, "sample_id": "vlguard:PrivacyAlert_test_222:1:unsafe_instruction", "latency_ms": 345.8, "peak_vram_gib": 7.67}
{"written": 1775, "sample_id": "vlguard:PrivacyAlert_test_223:0:safe_instruction", "latency_ms": 285.0, "peak_vram_gib": 7.652}
{"written": 1776, "sample_id": "vlguard:PrivacyAlert_test_223:1:unsafe_instruction", "latency_ms": 283.8, "peak_vram_gib": 7.638}
{"written": 1777, "sample_id": "vlguard:PrivacyAlert_test_224:0:safe_instruction", "latency_ms": 292.6, "peak_vram_gib": 7.673}
{"written": 1778, "sample_id": "vlguard:PrivacyAlert_test_224:1:unsafe_instruction", "latency_ms": 286.0, "peak_vram_gib": 7.639}
{"written": 1779, "sample_id": "vlguard:PrivacyAlert_test_225:0:unsafe_image", "latency_ms": 293.5, "peak_vram_gib": 7.716}
{"written": 1780, "sample_id": "vlguard:PrivacyAlert_test_226:0:unsafe_image", "latency_ms": 282.8, "peak_vram_gib": 7.626}
{"written": 1781, "sample_id": "vlguard:PrivacyAlert_test_227:0:safe_instruction", "latency_ms": 286.1, "peak_vram_gib": 7.644}
{"written": 1782, "sample_id": "vlguard:PrivacyAlert_test_227:1:unsafe_instruction", "latency_ms": 280.5, "peak_vram_gib": 7.63}
{"written": 1783, "sample_id": "vlguard:PrivacyAlert_test_228:0:unsafe_image", "latency_ms": 279.2, "peak_vram_gib": 7.638}
{"written": 1784, "sample_id": "vlguard:PrivacyAlert_test_229:0:safe_instruction", "latency_ms": 281.5, "peak_vram_gib": 7.625}
{"written": 1785, "sample_id": "vlguard:PrivacyAlert_test_229:1:unsafe_instruction", "latency_ms": 281.9, "peak_vram_gib": 7.637}
{"written": 1786, "sample_id": "vlguard:PrivacyAlert_test_230:0:safe_instruction", "latency_ms": 270.8, "peak_vram_gib": 7.603}
{"written": 1787, "sample_id": "vlguard:PrivacyAlert_test_230:1:unsafe_instruction", "latency_ms": 279.9, "peak_vram_gib": 7.638}
{"written": 1788, "sample_id": "vlguard:PrivacyAlert_test_231:0:safe_instruction", "latency_ms": 295.5, "peak_vram_gib": 7.631}
{"written": 1789, "sample_id": "vlguard:PrivacyAlert_test_231:1:unsafe_instruction", "latency_ms": 282.5, "peak_vram_gib": 7.639}
{"written": 1790, "sample_id": "vlguard:PrivacyAlert_test_232:0:unsafe_image", "latency_ms": 313.0, "peak_vram_gib": 7.653}
{"written": 1791, "sample_id": "vlguard:PrivacyAlert_test_233:0:unsafe_image", "latency_ms": 373.0, "peak_vram_gib": 7.629}
{"written": 1792, "sample_id": "vlguard:PrivacyAlert_test_234:0:safe_instruction", "latency_ms": 280.4, "peak_vram_gib": 7.63}
{"written": 1793, "sample_id": "vlguard:PrivacyAlert_test_234:1:unsafe_instruction", "latency_ms": 293.0, "peak_vram_gib": 7.639}
{"written": 1794, "sample_id": "vlguard:PrivacyAlert_test_235:0:safe_instruction", "latency_ms": 297.4, "peak_vram_gib": 7.678}
{"written": 1795, "sample_id": "vlguard:PrivacyAlert_test_235:1:unsafe_instruction", "latency_ms": 287.2, "peak_vram_gib": 7.649}
{"written": 1796, "sample_id": "vlguard:PrivacyAlert_test_236:0:safe_instruction", "latency_ms": 297.6, "peak_vram_gib": 7.637}
{"written": 1797, "sample_id": "vlguard:PrivacyAlert_test_236:1:unsafe_instruction", "latency_ms": 299.2, "peak_vram_gib": 7.639}
{"written": 1798, "sample_id": "vlguard:PrivacyAlert_test_237:0:safe_instruction", "latency_ms": 296.2, "peak_vram_gib": 7.626}
{"written": 1799, "sample_id": "vlguard:PrivacyAlert_test_237:1:unsafe_instruction", "latency_ms": 296.4, "peak_vram_gib": 7.631}
{"written": 1800, "sample_id": "vlguard:PrivacyAlert_test_238:0:safe_instruction", "latency_ms": 289.6, "peak_vram_gib": 7.657}
{"written": 1801, "sample_id": "vlguard:PrivacyAlert_test_238:1:unsafe_instruction", "latency_ms": 281.7, "peak_vram_gib": 7.642}
{"written": 1802, "sample_id": "vlguard:PrivacyAlert_test_239:0:unsafe_image", "latency_ms": 411.4, "peak_vram_gib": 7.688}
{"written": 1803, "sample_id": "vlguard:PrivacyAlert_test_240:0:safe_instruction", "latency_ms": 290.3, "peak_vram_gib": 7.657}
{"written": 1804, "sample_id": "vlguard:PrivacyAlert_test_240:1:unsafe_instruction", "latency_ms": 286.5, "peak_vram_gib": 7.644}
{"written": 1805, "sample_id": "vlguard:PrivacyAlert_test_241:0:unsafe_image", "latency_ms": 353.5, "peak_vram_gib": 7.6}
{"written": 1806, "sample_id": "vlguard:PrivacyAlert_test_242:0:unsafe_image", "latency_ms": 280.6, "peak_vram_gib": 7.623}
{"written": 1807, "sample_id": "vlguard:PrivacyAlert_test_243:0:safe_instruction", "latency_ms": 292.2, "peak_vram_gib": 7.747}
{"written": 1808, "sample_id": "vlguard:PrivacyAlert_test_243:1:unsafe_instruction", "latency_ms": 292.3, "peak_vram_gib": 7.63}
{"written": 1809, "sample_id": "vlguard:PrivacyAlert_test_244:0:unsafe_image", "latency_ms": 403.9, "peak_vram_gib": 7.655}
{"written": 1810, "sample_id": "vlguard:PrivacyAlert_test_245:0:unsafe_image", "latency_ms": 281.1, "peak_vram_gib": 7.605}
{"written": 1811, "sample_id": "vlguard:PrivacyAlert_test_246:0:unsafe_image", "latency_ms": 365.0, "peak_vram_gib": 7.668}
{"written": 1812, "sample_id": "vlguard:PrivacyAlert_test_247:0:unsafe_image", "latency_ms": 287.6, "peak_vram_gib": 7.678}
{"written": 1813, "sample_id": "vlguard:PrivacyAlert_test_248:0:safe_instruction", "latency_ms": 286.1, "peak_vram_gib": 7.649}
{"written": 1814, "sample_id": "vlguard:PrivacyAlert_test_248:1:unsafe_instruction", "latency_ms": 280.1, "peak_vram_gib": 7.639}
{"written": 1815, "sample_id": "vlguard:PrivacyAlert_test_249:0:unsafe_image", "latency_ms": 411.7, "peak_vram_gib": 7.682}
{"written": 1816, "sample_id": "vlguard:PrivacyAlert_test_250:0:safe_instruction", "latency_ms": 291.1, "peak_vram_gib": 7.708}
{"written": 1817, "sample_id": "vlguard:PrivacyAlert_test_250:1:unsafe_instruction", "latency_ms": 368.5, "peak_vram_gib": 8.018}
{"written": 1818, "sample_id": "vlguard:PrivacyAlert_test_251:0:safe_instruction", "latency_ms": 285.8, "peak_vram_gib": 7.653}
{"written": 1819, "sample_id": "vlguard:PrivacyAlert_test_251:1:unsafe_instruction", "latency_ms": 281.7, "peak_vram_gib": 7.631}
{"written": 1820, "sample_id": "vlguard:PrivacyAlert_test_252:0:unsafe_image", "latency_ms": 356.0, "peak_vram_gib": 7.599}
{"written": 1821, "sample_id": "vlguard:PrivacyAlert_test_253:0:unsafe_image", "latency_ms": 286.4, "peak_vram_gib": 7.663}
{"written": 1822, "sample_id": "vlguard:PrivacyAlert_test_254:0:unsafe_image", "latency_ms": 280.4, "peak_vram_gib": 7.644}
{"written": 1823, "sample_id": "vlguard:PrivacyAlert_test_255:0:unsafe_image", "latency_ms": 290.1, "peak_vram_gib": 7.708}
{"written": 1824, "sample_id": "vlguard:PrivacyAlert_test_256:0:unsafe_image", "latency_ms": 289.2, "peak_vram_gib": 7.678}
{"written": 1825, "sample_id": "vlguard:PrivacyAlert_test_257:0:safe_instruction", "latency_ms": 284.1, "peak_vram_gib": 7.639}
{"written": 1826, "sample_id": "vlguard:PrivacyAlert_test_257:1:unsafe_instruction", "latency_ms": 282.4, "peak_vram_gib": 7.626}
{"written": 1827, "sample_id": "vlguard:PrivacyAlert_test_258:0:safe_instruction", "latency_ms": 313.5, "peak_vram_gib": 7.728}
{"written": 1828, "sample_id": "vlguard:PrivacyAlert_test_258:1:unsafe_instruction", "latency_ms": 308.2, "peak_vram_gib": 7.767}
{"written": 1829, "sample_id": "vlguard:PrivacyAlert_test_259:0:unsafe_image", "latency_ms": 287.4, "peak_vram_gib": 7.65}
{"written": 1830, "sample_id": "vlguard:PrivacyAlert_test_260:0:safe_instruction", "latency_ms": 282.3, "peak_vram_gib": 7.625}
{"written": 1831, "sample_id": "vlguard:PrivacyAlert_test_260:1:unsafe_instruction", "latency_ms": 281.6, "peak_vram_gib": 7.639}
{"written": 1832, "sample_id": "vlguard:PrivacyAlert_test_261:0:unsafe_image", "latency_ms": 285.5, "peak_vram_gib": 7.678}
{"written": 1833, "sample_id": "vlguard:PrivacyAlert_test_262:0:safe_instruction", "latency_ms": 313.5, "peak_vram_gib": 7.766}
{"written": 1834, "sample_id": "vlguard:PrivacyAlert_test_262:1:unsafe_instruction", "latency_ms": 292.4, "peak_vram_gib": 7.71}
